18:53:5,39
18:53:15,40
18:54:11,40
18:55:12,40
18:56:12,40
18:57:12,40
18:58:11,40
18:59:11,40
19:0:12,40
19:1:11,53
19:2:12,62
19:3:12,62
19:4:12,62
19:5:12,62
19:6:12,62
19:7:12,60
19:8:12,60
19:9:12,62
19:10:11,62
19:11:11,62
19:12:11,63
19:13:11,62
19:14:12,62
19:15:12,62
19:16:12,62
19:17:12,62
19:18:11,61
19:19:11,62
19:20:11,62
19:21:11,62
19:22:12,62
19:23:12,62
19:24:12,62
19:25:11,63
19:26:12,62
19:27:12,60
19:28:11,62
19:29:11,63
19:30:12,61
19:31:11,62
19:32:12,62
19:33:11,62
19:34:12,62
19:35:11,62
19:36:11,62
19:37:12,62
19:38:12,62
19:39:12,62
19:40:11,62
19:41:12,62
19:42:12,62
19:43:12,62
19:44:12,62
19:45:12,62
19:46:12,62
19:47:12,62
19:48:12,62
19:49:12,59
19:50:11,62
19:51:11,62
19:52:12,61
19:27:12,38
19:59:12,39
