17:12:20,37.6573055811
17:12:20,37.6525913751
17:13:14,37.8429252944
17:14:13,37.6167604556
17:15:14,37.3693044252
17:16:14,37.2154284271
17:17:14,37.1424893243
17:18:14,37.9751512511
17:19:13,37.1199349477
17:20:14,37.0702416218
17:21:14,36.9899406849
17:22:13,37.0517077058
17:23:14,37.1123088219
17:24:14,36.9327394579
17:25:13,36.6648026118
17:26:14,33.4916160828
17:27:13,31.4562704517
17:28:14,31.3911390068
17:29:14,31.4584215649
17:30:14,32.6890946748
17:31:14,32.8642710558
17:32:14,34.2628902219
17:33:13,33.8047276224
17:34:13,34.9890100653
17:35:14,33.9052001246
17:36:13,33.7170807534
17:37:14,33.744732571
17:38:14,34.5359424458
17:39:14,33.7575948937
17:40:14,34.526253144
17:41:14,34.5368740546
17:42:14,33.8654244888
17:43:14,33.7503937451
17:44:14,33.6807821423
17:45:14,33.8974798985
17:46:14,34.2494482504
17:47:14,33.9355987876
17:48:14,35.9538738865
17:49:13,34.2317717963
17:50:14,34.1574613473
17:51:14,34.072417604
17:52:13,35.7743826522
17:53:13,33.9813766314
17:54:14,33.8696566009
17:55:14,33.8600384922
17:56:13,34.0358235703
17:57:14,34.0854216982
17:58:14,34.1323057392
17:59:13,34.1622133555
18:0:14,34.1339119432
18:1:14,34.0882326911
18:2:13,34.2534383827
18:3:14,34.6146628396
18:4:14,34.7762377778
18:5:14,35.7030665887
18:6:14,35.7620122277
18:7:13,35.4973294794
18:8:14,35.6386021255
18:9:13,35.3079715144
18:10:14,35.5714418093
18:11:14,35.5401035168
18:12:14,35.3514225115
18:13:14,35.9465053169
18:14:47,35.705880581
18:14:57,35.6257363312
18:15:14,35.7009647784
