17:12:20,977.800670479
17:12:20,977.80279778
17:13:14,977.810392194
17:14:13,977.828254996
17:15:14,977.816057569
17:16:14,977.83355347
17:17:14,977.793342835
17:18:14,977.801886502
17:19:13,977.825623422
17:20:14,977.785830402
17:21:14,977.793475783
17:22:13,977.776009413
17:23:14,977.751553315
17:24:14,977.73674223
17:25:13,977.752491942
17:26:14,977.760424694
17:27:13,977.781899317
17:28:13,977.784076768
17:29:14,977.79213667
17:30:13,977.779037694
17:31:14,977.802422321
17:32:14,977.785938573
17:33:13,977.768534844
17:34:14,977.765050702
17:35:14,977.780648557
17:36:13,977.771205417
17:37:14,977.803664077
17:38:14,977.789879484
17:39:14,977.801786091
17:40:14,977.78939678
17:41:14,977.783401009
17:42:14,977.779945175
17:43:14,977.79473389
17:44:14,977.807706901
17:45:14,977.803198791
17:46:14,977.805783147
17:47:14,977.791806803
17:48:14,977.795411038
17:49:13,977.745903143
17:50:14,977.732721576
17:51:14,977.729220014
17:52:13,977.728251152
17:53:13,977.718360035
17:54:14,977.716690065
17:55:14,977.660151393
17:56:13,977.634125083
17:57:14,977.630351177
17:58:14,977.646299726
17:59:13,977.646414794
18:0:14,977.63490569
18:1:14,977.583229098
18:2:13,977.61299216
18:3:14,977.594454018
18:4:14,977.579917618
18:5:14,977.579195288
18:6:14,977.577531423
18:7:13,977.577052467
18:8:14,977.565125431
18:9:13,977.584403283
18:10:14,977.578482558
18:11:14,977.566488767
18:12:14,977.547297964
18:13:14,977.559722622
18:14:47,977.583114249
18:14:57,977.58897241
18:15:14,977.58679687
