23:1:36,972.510640235
23:1:46,972.548147511
23:1:47,972.54399757
23:2:14,972.511183654
23:3:14,972.504569463
23:4:14,972.439496018
23:5:14,972.451686762
23:6:14,972.355968807
23:7:13,972.405753097
23:8:13,972.377253281
23:9:14,972.311749105
23:10:13,972.332265747
23:11:13,972.35827968
23:12:14,972.354235491
23:13:13,972.361368153
23:14:14,972.385373128
23:15:14,972.33083974
23:16:13,972.338994622
23:17:14,972.27525853
23:18:14,972.306028835
23:19:14,972.285222341
23:20:14,972.274636138
23:21:14,972.281227205
23:22:14,972.235797724
23:23:14,972.206508762
23:24:14,972.263055735
23:25:14,972.213610669
23:26:14,972.210006781
23:27:14,972.255528952
23:28:13,972.261966879
23:29:13,972.247798511
23:30:13,972.193590363
23:31:14,972.16640724
23:32:13,972.122504932
23:33:14,972.082633418
23:34:14,972.053304663
23:35:13,971.998220447
23:36:14,972.006568414
23:37:14,971.980363962
23:38:13,971.89721086
23:39:14,971.874012639
23:40:14,971.848973317
23:41:14,971.829927581
23:42:14,971.85299873
23:43:14,971.812334805
23:44:13,971.79283244
23:45:13,971.705410135
23:46:14,971.710480122
23:47:14,971.666291673
23:48:13,971.661916371
23:49:14,971.651183174
23:50:14,971.571686857
23:51:14,971.565979172
23:52:14,971.576288121
23:53:13,971.518911946
23:54:14,971.580796038
23:55:13,971.527737065
23:56:14,971.533167246
23:57:14,971.540846258
23:58:14,971.513645187
23:59:13,971.47965593
0:0:14,971.465737033
0:1:13,971.431458752
6:32:14,965.906546909
